ref:FR:prix-carburants,brand,name,operator,branch
16330001,Intermarché,Intermarché,Groupement des Mousquetaires,
4160002,TotalEnergies,Total Energies,,
70600003,Carrefour Contact,Carrefour Contact,Ladatis,
33370006,Intermarché,Intermarché,,
27950002,Intermarché,Intermarché,Groupement des Mousquetaires,
14760002,,Relais Du Virois,,
56000009,TotalEnergies,Total Access,,
44270001,Système U,Station Super U,,
79000013,Total Access,Total Access,Total,
10350001,Intermarché,Intermarché Contact,,
84130011,Total,TotalEnergies (Access) - Relais du Pontet,,
69290001,Esso,Esso,Esso,
73200005,Intermarché,Intermarché,Groupement des Mousquetaires,
67240002,Super U,Super U,Super U,
77171003,TotalEnergies,TotalEnergies,Total,
82300004,Super U,Super U,,
85180004,Super U,Super U,Casino,
76190005,,Relais du Roy d'Yvetot,,
78360001,Carrefour,Carrefour,Carrefour,
16400002,Système U,Station U,,
16230002,Système U,Station U,,
31300008,Total Access,Rocade Purpan,,
78200008,Intermarché,Intermarché,Groupement des Mousquetaires,
74330003,Avia,Avia,,
88410001,Carrefour,Carrefour Express,,
79500002,Système U,Station U,,
79110003,Intermarché,Intermarché Super,Groupement des Mousquetaires,
88140003,E.Leclerc,Station Service E. Leclerc - Véhicules légers,E. Leclerc,
88140003,E.Leclerc,Station Service E. Leclerc - Poids lourds,E. Leclerc,
95137001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
27910001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
88140006,TotalEnergies,TotalEnergies Access - Relais du Vair,Total,
69300011,TotalEnergies,Relais des Soldats,SARL MD Rhône,
35470003,Intermarché,Intermarché,Bretarraine SAS,
38230003,E.Leclerc,Station service E. Leclerc,E. Leclerc,
51068001,,Carrefour,Carrefour,
17320003,Intermarché,Intermarché,Groupement des Mousquetaires,
16200003,Intermarché,,,
17130001,Système U,Station U,,
49120001,Super U,Super U,,
85710002,U,La Station U,,
85230003,Intermarché,Intermarché,Groupement des Mousquetaires,
85230001,Super U,Super U,Super U,
85550001,Intermarché,Intermarché,Groupement des Mousquetaires,
85000008,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
63440003,TotalEnergies,Relais Les Volcans d'Auvergne Est VL,TotalEnergies,
65000011,Carrefour Market,Carrefour Market,Carrefour Market,
32190005,TotalEnergies,Total,Total,
31480004,U,U Express,Système U,
79260004,Carrefour,Carrefour Contact,,
79208001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
41100005,Intermarché,Intermarché,Groupement des Mousquetaires,
4400005,TotalEnergies,Relais Total des Seolanes,,
42480002,,Prenat Andre,,
71100027,TotalEnergies,Total,,
91180007,Total Access,Relais Grande Folie,,
81100003,OMI,OMI,,
62130004,E.Leclerc,E. Leclerc,,
20218009,Mariotti Energia,Mariotti Energia,,
34830001,Intermarché,Intermarché,Groupement des Mousquetaires,
85000007,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
59155008,TotalEnergies,TotalEnergies,,
57170002,Esso,Esso express,,
79600003,Intermarché,Station Intermarché,,
54800003,E.Leclerc,Station Service E.Leclerc,E.Leclerc,
56000005,U,Station U,,
88260001,Intermarché,Intermarché,,
20620004,Eni,Eni,,
95100030,TotalEnergies,Relais TotalEnergies de Jolival,,
95110007,TotalEnergies,TotalEnergies,TotalEnergies,
95110006,TotalEnergies,TotalEnergies,Total Access,
29200015,TotalEnergies,Total Access,Relais Brest Europe,
20600011,Eni,Eni Campometa,Vito,
73260001,Super U,Super U,,
59520003,Intermarché,Intermarché,,
33210010,Intermarché,Intermarché,,
33170003,Avia,Avia,,
33140006,Intermarché,Intermarché,Intermarché,
16021001,E.Leclerc,E.Leclerc Station Service,E. Leclerc,
16710001,Système U,,,
16430006,Auchan,Auchan,Auchan,
16110001,E. Leclerc,,E. Leclerc,
3630003,TotalEnergies,Total,,
25660004,Intermarché,Intermarché,,
75010002,Avia,Avia,,
20600003,TotalEnergies,Total,,
18400004,Carrefour,Carrefour,,
25110003,évole énergies,Évole énergies,évole énergies,
6201002,E.Leclerc,E. Leclerc,,
35000015,Esso Express,Esso Express,EFR France,
87100011,Total,Total,,
84110005,Intermarché,Intermarché,Intermarché,
74270001,Carrefour Contact,Carrefour Contact,,
76760002,Système U,Système U,,
84110001,TotalEnergies,Total Access,,
89000002,Avia,Station-service Avia XPress,Avia Xpress,
31200020,TotalEnergies,TotalEnergies,,
50340003,Intermarché,Intermarché Les Pieux,,
17130003,Total,Total,,
17100008,Intermarché,Intermarché,,
20600006,TotalEnergies,Relais Total de l'Arinella,Total,
74440001,Super U,Station Service Super U,Super U,
14160004,TotalEnergies,Total,Total,
91140002,TotalEnergies,Total Access,,
3300002,TotalEnergies,TotalEnergies,TotalEnergies,
59184002,Carrefour,Carrefour,,
41370004,,Communauté de Communes Beauce Val de Loire,,
10600002,Carrefour,Carrefour,,
84110004,Super U,Super U,Super U,
14320001,Total,Total,,
38290003,Total,,,
81200003,Intermarché,,,
49480007,Avia,Avia,,
94380002,Esso Express,Esso Express,,
63000015,E. Leclerc,Station Service E. Leclerc La Pardieu,Clermont-Ferrand Distribution,
91150010,Intermarché,Intermarché,Intermarché,
91150013,TotalEnergies,Relais Total De Chalouette,Total,
91150012,TotalEnergies,Total Access,Elf,
31200002,Total,Total,Total,
27000008,TotalEnergies,Total,,
31000001,Total,Total,,
66160001,E. Leclerc,,E. Leclerc,
11110001,Super U,La station,Super U,
76300004,Carrefour Market,Carrefour Market,,
63200001,Carrefour,Carrefour,Carrefour,
38160003,Intermarché,Intermarché,,
94430003,Carrefour,Carrefour,,
44400005,TotalEnergies,Total Access,Total,
6000026,Total,Total Armée des Alpes,Total,
59113011,Esso,Esso,Total,
59501001,E.Leclerc,E. Leclerc,E. Leclerc,
91650001,Carrefour Market,Carrefour Market,,
35000022,Total Access,Total Access,Relais Rennes Hippodrome,
13310002,,Station-Marché,,
59116001,Super U,Super U,Super U,
57155002,E.Leclerc,Station service E. Leclerc,E. Leclerc,
13118001,,La Station,,
13920005,Esso,Esso,,
26240006,Intermarché,,,
94340008,BP,BP,,
69480002,Avia,Avia,,
69658001,Carrefour,Station Essence Carrefour,Carrefour,
62650002,Carrefour,Carrefour,,
82300006,Carrefour Market,Carrefour Market,,
25150002,Intermarché,Station Services Intermarché,,
64604001,,E.Leclerc,E.Leclerc,
13500006,Intermarché,Intermarché,,
40300005,Intermarché,Intermarché,Groupement des Mousquetaires,
13127006,E. Leclerc,Station Service E. Leclerc,,
59129001,,Match,,
13800011,Auchan,Auchan,,
21121003,Intermarché,Intermarché,,
33450008,,Station Service Intermarché,,
91300006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
76610006,Super U,Super U - Station Essence,,
37300007,,Station-service Aldi,,
53140003,TotalEnergies,TotalEnergies,,
78180010,Total Access,Total Access,,
6000032,Esso,Esso,BP,
69570002,Esso Express,Esso Express Dardilly,Esso,
83150002,Super U,Super U,,
83100006,TotalEnergies,,,
83220002,Esso,Esso,Esso,
82400005,,Val Fleuri,Louda,
95450007,TotalEnergies,TotalEnergies,Total,
95450006,TotalEnergies,Station Total Access,Total,
26300015,Carrefour Market,Carrefour Market,Carrefour,
17430001,Super U,Super U,,
17100013,Total Access,Total Access,,
74180001,Intermarché,Intermarché,Groupement des Mousquetaires,
95190005,TotalEnergies,Total Grand Pré,Total,
35000012,E.Leclerc,Station Service E. Leclerc,Renouest,
83380002,TotalEnergies,TotalEnergies,Total,
44230003,Auchan,Auchan,Auchan,
29200019,E.Leclerc,E.Leclerc Brest Phare de l'Europe,E.Leclerc,
6220005,TotalEnergies,,,
83600021,Total Access,Total Access,Total,
77680004,Intermarché,Intermarché,,
91180002,Intermarché,Intermarché,Groupement des Mousquetaires,
14200008,Auchan,Auchan,,
14430001,U,Station U,,
13470001,Intermarché,Intermarché,,
40500001,Carrefour,Carrefour Market,,
59660002,Système U,Station U,,
84220003,,Relais de la Pioche,,
57000001,Match,,Supermachés Match,
56140002,,,,
82290001,Intermarché,Intermarché,Groupement des Mousquetaires,
33700023,Total Access,Relais Aquitaine,,
78800006,TotalEnergies,TotalEnergies Access Relais la Vaudoire,Total Access,
85100003,TotalEnergies,Setacam,,
45640001,Super U,Super U,,
45770002,,Intermaché,Groupement des Mousquetaires,
27310009,TotalEnergies,Total,,
2200012,Carrefour,Carrefour,,
37300006,Esso Express,Esso Express,,
4700007,TotalEnergies,TotalEnergies,Total,
83500004,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
20250002,TotalEnergies,TotalEnergies,,
29000013,Total Access,Total Access,Total,
4100010,TotalEnergies,Total - Relais des Ponches,Total,
77100015,Carrefour Market,Carrefour Market,,
80290001,Carrefour,Carrefour,,
13420001,Avia,SVF,,
13300005,E.Leclerc,E. Leclerc,Salondis,
16220001,Intermarché,Intermarché,Groupement des Mousquetaires,
13200009,Intermarché,Intermarché,Groupement des Mousquetaires,
63120002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
54600005,TotalEnergies,TotalEnergies Aiguillettes,,
16000009,Total Access,TotalEnergies,,
20200014,Vito,Vito,,
59135001,E.Leclerc,E. Leclerc,,
56800003,Shell,Relais Shell De Brocéliande,Shell,
50500005,Intermarché,Intermarché,Groupement des Mousquetaires,
56109002,Intermarché,Intermarché,Intermarché,
62130003,Intermarché,Intermarché,,
57000002,TotalEnergies,Total,Michel Jovanic,
21350001,Avia,Avia Xpress,,
20250001,Vito,Vito,,
83550005,Avia,Avia,Avia,
31130004,Intermarché,Intermarché,Groupement des Mousquetaires,
43800001,Total,Total,,
73700001,Système U,Station U,Super U,
77186001,TotalEnergies,Total,,
83600023,Carrefour Contact,Carrefour Contact,Groupe Carrefour,
3380002,Intermarché,Intermarché Contact,,
31500006,,Esso,Esso,
62980001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
59110006,Total Access,Total Access,Total,
76380006,Auchan,Auchan Supermarché,,Canteleu
95160003,Intermarché,Intermarché,,
3100008,Intermarché,Intermarché,,
34430001,TotalEnergies,Station Total Beyssac,Total,
63550001,,Station service du Lac,,
60600006,,,,
61500003,Intermarché,Intermarché,Groupement des Mousquetaires,
61500002,TotalEnergies,Total,,
40100008,TotalEnergies,Total Access,Total,
38100015,Agip,Ciao Agip,AGIP,
3290002,Système U,Station U,,
63600001,Carrefour Market,Station-service Carrefour Market,Carrefour,
16700003,E.Leclerc,,E. Leclerc,
26503001,E.Leclerc,Station service E. Leclerc,E. Leclerc,
57130003,Esso,Esso,Esso,
81000005,Esso Express,Esso Express,,
93130007,BP,BP,BP,
73100005,Esso Express,Esso Express,,
35480001,Système U,La Station U,Guivadis,
57402001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
7430005,Intermarché,Intermarché,Intermarché,
82130003,Carrefour Contact,Carrefour Contact,Carrefour,
44700002,E.Leclerc,Station Service E. Leclerc,,
76380002,E.Leclerc,E. Leclerc,E. Leclerc,
29820002,E.Leclerc,E. Leclerc,,
44802001,Carrefour,Carrefour,Carrefour,
92130006,TotalEnergies,TotalEnergies access,,Relais Issy les Moulineaux Voisin
33600010,TotalEnergies,Total,Total,
14800008,Avia,Avia,Avia,
61200001,Carrefour Market,carrefour market,,
22120003,,Remy Guguen,,
69132001,Carrefour,Carrefour,,
57730001,Super U,Super U,Super U,
71170003,Intermarché,Intermarché,Groupement des Mousquetaires,
23600002,U,U Station,U Station,
63320001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
62270002,Carrefour Market,Carrefour Market,,
8000008,Intermarché,Intermarché,Groupement des Mousquetaires,
37230004,Super U,Super U,,
62123004;62123005,Carrefour,Carrefour,,
73000009,,Avia Xpress,,
22800002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
7170001,TotalEnergies,TotalEnergies,,
56000003,Carrefour,Carrefour,,
88120001,U,La Station U 24/24,Super U,
70100007,Avia,Avia,,
3800004,TotalEnergies,TotalEnergies,,
3800006,Intermarché,Roady,Groupement des Mousquetaires,
42390001,Auchan,Auchan Carburants,,
31400007,Avia,Avia,,
38340015,,,Super U Voreppe,
13200019,Esso,Esso,,
88190001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
1000016,TotalEnergies,Total Énergie,,
44390003,,,Système U,
7580002,Avia,Avia,,
41200002,Total,Total,SARL RELAIS VILLEFRANCHE,
84400001,Auchan,Auchan Supermarché Tankstelle,Auchan,
69360012,Total Access,Total,Total,
38230001,Carrefour,Carrefour Market,,
31410009,Carrefour Contact,Carrefour Contact,,
95320006,TotalEnergies,TotalEnergies Access,,
44300016,Total Access,Total Access,Total,
92140009,Esso,Esso,,
81120002,Intermarché,Intermarché,,
54380008,Carrefour,Carrefour,,
71460001,Avia,Avia,,
91190009,Esso Express,Esso Express,,
64100016,Total,Total,M. Damestoy,
7190001,Carrefour Contact,Station Carrefour Contact,Carrefour Contact,
39700014,TotalEnergies,Total,,
4100002,Auchan,Auchan,Auchan Manosque,
90500002,Avia,Avia,,
56190001,Super U,,,
63430006,U,Super U,Super U,
3200002,TotalEnergies,TotalEnergies - Vernet,TotalEnergies,
20145004,TotalEnergies,Relais de Bavella,,
31860005,Intermarché,Intermarché,,
3000003,E.Leclerc,E. Leclerc,,
78320001,Total Access,Total Access,,
84400007,TotalEnergies,TotalEnergies Access - Relais du Luberon,Total,
27400001,Intermarché,Intermarché,Groupement des Mousquetaires,
92160003,Esso Express,Esso Express,Esso Express,
5000017,Total,Total,Total,
57117001,Avia,Avia,Jean-Luc Pawlak,
4100012,,Christian Atamian,Christian Atamian,
89200002,Avia,Avia Xpress,,
2100009,E.Leclerc,E. Leclerc,,
38430002,Esso Express,Esso Express,,
84220002,,Relais du Ventoux,,
94110003,BP,BP,BP,
14280002,Les Mousquetaires,Les Mousquetaires,,
25660002,Super U,Super U,Super U,
14390001,Carrefour Market,Carrefour Market Cabourg,,
50700003,Intermarché,Intermarché,,
69380004,E.Leclerc,Station service E. Leclerc,E. Leclerc,
35580001,Super U,La Station U,,
62400001,Auchan,Auchan,,
36400004,E.Leclerc,Station Service Intermarché,,
20218008,Vito,Vito,,
33523001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
94204001,Carrefour,Station Service Carrefour Quais d'Ivry,,
70000008,Intermarché,Intermarché,,
33700025,Auchan,Auchan,,
18000001,Carrefour Market,Carrefour Market,,
18390003,Carrefour,Carrefour,,
42100005,Esso Express,Esso Express,Esso,
44580001,TotalEnergies,TotalEnergies,Total,
15000009,Intermarché,Intermarché,Groupement des Mousquetaires,
26780006,U,U Express,,
33170010,Eni,Eni,,
67500011,TotalEnergies,Total,Total,
1270003,TotalEnergies,TotalEnergies,,
35590001,Super U,Station-service Super U,Super U L HERMITAGE,
69600004,Avia,Avia xpress,,
7400002,Intermarché,Intermarché,,
92700023,Esso,Esso,,
72460002,Carrefour Market,Carrefour Market,,
59320007,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
78540001,Carrefour Market,Carrefour Market,,
10150002,Intermarché,Intermarché,Groupement des Mousquetaires,
29120003,E. Leclerc,E. Leclerc,,
19140001,Super U,Super U,Super U,
71000021,TotalEnergies,TotalEnergies,Total,
74800002,Esso Express,Esso Express,,
72301001,TotalEnergies,Total,,
64700001,TotalEnergies,Total,SARL Castagnet Paul,
64500006,TotalEnergies,Relais Saint-Jean-de-Luz Chantaco,,
94600005,Intermarché,Intermarché,Groupement des Mousquetaires,
94600007,TotalEnergies,Total Le Lugo,,
57850001,Avia,Avia,,
22810002,TotalEnergies,Relais Porz an Park,,
21200005,E.Leclerc,Station Service E.Leclerc,,
78160002,TotalEnergies,TotalEnergies - Parc de Marly,Total,
47000003,Intermarché,Intermarché,Intermarché,
17690002,Total Access,Total Access,,
45400004,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
78310007,TotalEnergies,TotalEnergies,Total,
17110001,Super U,Super-U,Carrefour Market,
85000003,Super U,La Station U,Super U,
79000002,Carrefour,Carrefour,,
43110002,Auchan,Auchan,,
25000027,Intermarché,Station-service Intermarché,,
35600003,Intermarché,Intermarché Hyper,Anjou Beaulieu,
64500004,TotalEnergies,Lamerain,,
22350006,Esso,Esso,,
44110001,La Station U,La Station U,Clema,
35400009,TotalEnergies,Station Total,Total,
68000018,TotalEnergies,Relais Petite Venise,Total,
68000012,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
20218004,Vito,Vito,BP,
12000010,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
76160003,Super U,Super U,,
76240006,Total Access,Total Access,,
83440003,Total,Total,,
17100006,E.Leclerc,,E. Leclerc,
20600004,TotalEnergies,Total,,
28300010,Shell,,Shell,
69882001,E.Leclerc,Station service E. Leclerc,E. Leclerc,
56220003,Super U,Super U,,
14550001,Système U,Hyper U,,
68100002,E.Leclerc,Station Service E.Leclerc,,
50450001,Système U,Station U,,
3200005,Carrefour,Carrefour,Carrefour,
49440001,Super U,,,
62700003,Intermarché,Intermarché,,
1600003,Auchan,Auchan,,
9500003,Système U,Système U,,
76460003,TotalEnergies,TotalEnergies,,
15000016,TotalEnergies,Total Access,,
15250006,Carrefour Contact,Carrefour Contact,Carrefour,
18200011,Esso,Station Esso,Esso,
8000005,Esso Express,Esso Express,Esso,
76380003,Intermarché,Intermarché,,
76000007;76000015,Esso Express,Esso Express,Esso,
86190001,Super U,Super U,Super U,
38400006,Intermarché,Intermarché,,
61190003,,Station-service Charencey,,
76530002,Esso Express,Esso Express,Esso express,
15300003,Intermarché,Station essence Intermarché Super,Groupement des Mousquetaires,
65100008,Netto,,,
65100004,Esso Express,Esso Express,,
34402001,E.Leclerc,Station Service E. Leclerc,E.Leclerc,
34400004,Esso Express,Esso Express,,
13800004,E. Leclerc,Station Service E. Leclerc,,
13500005,Esso Express,Esso Express,,
65000004,Esso,Esso,Esso,
44300017,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
92360005,Esso,Esso,,
91310002,Intermarché,,Adelaur SA,
91000004,Esso,Esso,Esso,
88160002,Total Access,Total Access,,
51320003,Total Access,Total Access,,
41130003,Système U,Station U,,
35000017,TotalEnergies,Total Access,Total La Barre Thomas,
35590008,Total,Total,Relais le Pays de Rennes,
38240006,TotalEnergies,TotalEnergies,Total,
38240006,TotalEnergies,TotalEnergies,Total,
38320006,Total,Total relais d'Eybens,Total,
37400004,Netto,Netto,,
68460002,Carrefour,Carrefour,,
24800003,,Station Maguer,,
62710002,Netto,Netto,,
31770005,Total,Total,,
5230007,Total Access,Total Access,,
94000010,Total,Total,Total,
91000007,Total Access,Relais Total Access des Épinettes,Total Excellium,
